,node,lat,lon,name,tags
745,3145408040,35.6562994,139.5666806,['とんかつ竹一'],"['飲食店', 'とんかつ', '食堂']"
746,5710848303,35.6622093,139.5239453,['華屋与兵衛飛田給店'],"['飲食店', '日本料理', 'ファミレス']"
747,671474056,35.6367842,139.556834,"['武久らぁめん', '壱角家国領店', 'K.C.国領店']","['インドカレー', 'つけ麺', 'ネパール料理', '飲食店', 'ラーメン', 'インド料理']"
748,287792156,35.649594,139.5603917,['甲州屋'],"['レストラン', '飲食店']"
749,2078704073,35.6622881,139.534992,['レイリオン（Leirion）'],"['飲食店', '洋菓子', 'ケーキ']"
750,298967519,35.6403099,139.5571481,['ぱんぽわん'],"['飲食店', 'パン', 'ケーキ']"
751,10594276844,35.653609,139.5470461,"['柳寿司', 'UOTAKU（ウオタク【旧店名】鮨・ワインUOTAKU）']","['海鮮', '飲食店', '居酒屋', '寿司']"
752,1404154443,35.6607539,139.5859277,"['新海南記', 'バナナスタンド仙川店（BANANASTAND）', '籠屋仙川店']","['その他', '飲食店', '中華料理', 'ジューススタンド']"
753,5800041768,35.6540098,139.5458836,['とんかつ専門上原'],"['とんかつ', '飲食店']"
754,7742593085,35.6666976,139.5494839,"['八起', 'そばごちそう門前（深大寺そば）', '深大寺鈴や']","['甘味処', '飲食店', '和菓子', 'そば', 'せんべい']"
755,3146848597,35.6529332,139.5470734,"['いづみ', '調布大衆食堂Wパンチ']","['飲食店', '居酒屋', 'カフェ']"
756,7308755481,35.6494323,139.5432408,"['天丼てんや調布とうきゅう店', '横浜くりこ庵調布店']","['天ぷら', '飲食店', 'たい焼き・大判焼き', '天丼']"
